time,com,angle,finger
17:51:24.300,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:24.301,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.301,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:24.302,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,T
17:51:24.302,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,27,I
17:51:24.303,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:24.304,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,R
17:51:24.304,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.327,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:24.328,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:24.329,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:24.329,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:24.330,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:24.330,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.331,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:24.332,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,T
17:51:24.332,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,27,I
17:51:24.333,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:24.333,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,R
17:51:24.334,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.358,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:24.359,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:24.359,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:24.360,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:24.360,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:24.361,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.362,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:24.362,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,T
17:51:24.363,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,27,I
17:51:24.364,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:24.364,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,R
17:51:24.365,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.390,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:24.392,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:24.393,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:24.394,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:24.394,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:24.395,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.396,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:24.396,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,T
17:51:24.397,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,27,I
17:51:24.397,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:24.398,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,R
17:51:24.398,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.421,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:24.422,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:24.422,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:24.423,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:24.424,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:24.425,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.425,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:24.426,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,T
17:51:24.426,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,27,I
17:51:24.427,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:24.428,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,R
17:51:24.428,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.460,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:24.461,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:24.461,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:24.462,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:24.463,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:24.463,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.464,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:24.465,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,T
17:51:24.466,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,27,I
17:51:24.466,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:24.467,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,R
17:51:24.467,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.483,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:24.485,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:24.499,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:24.500,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:24.501,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:24.502,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.503,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:24.504,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,T
17:51:24.505,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,27,I
17:51:24.506,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:24.507,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,R
17:51:24.508,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.529,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:24.530,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:24.531,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:24.532,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:24.533,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:24.535,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.536,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:24.537,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,T
17:51:24.538,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,27,I
17:51:24.539,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:24.540,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,R
17:51:24.541,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.561,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:24.565,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:24.566,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:24.567,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:24.569,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:24.570,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.571,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:24.571,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,T
17:51:24.572,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,27,I
17:51:24.573,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:24.574,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,R
17:51:24.575,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.593,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:24.594,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:24.595,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:24.596,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:24.596,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:24.598,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.599,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:24.599,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,T
17:51:24.600,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,27,I
17:51:24.601,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:24.602,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,R
17:51:24.603,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.628,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:24.628,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:24.632,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:24.632,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:24.639,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:24.640,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.641,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:24.641,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,T
17:51:24.642,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,27,I
17:51:24.643,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:24.644,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,R
17:51:24.644,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.671,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:24.672,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:24.675,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:24.687,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:24.690,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:24.693,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.709,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:24.710,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,T
17:51:24.711,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,27,I
17:51:24.712,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:24.713,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,R
17:51:24.714,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.733,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:24.735,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:24.735,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:24.736,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:24.737,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:24.738,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.739,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:24.740,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,T
17:51:24.741,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,27,I
17:51:24.742,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:24.743,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,R
17:51:24.743,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.775,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:24.776,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:24.777,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:24.778,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:24.779,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:24.780,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.781,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:24.787,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,T
17:51:24.788,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,27,I
17:51:24.790,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:24.791,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,R
17:51:24.791,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.812,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:24.813,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:24.814,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:24.815,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:24.816,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:24.817,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.818,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:24.819,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,T
17:51:24.820,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,27,I
17:51:24.821,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:24.822,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,R
17:51:24.823,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.843,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:24.846,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:24.848,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:24.849,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:24.857,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:24.864,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.889,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:24.894,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,T
17:51:24.897,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,27,I
17:51:24.901,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:24.917,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,R
17:51:24.918,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.949,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:24.950,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:24.953,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:24.954,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:24.955,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:24.955,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.956,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:24.957,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,T
17:51:24.958,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,27,I
17:51:24.959,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:24.959,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,R
17:51:24.960,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.980,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:24.983,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:24.984,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:24.984,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:24.985,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:24.986,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:24.986,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:24.987,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,T
17:51:24.988,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,27,I
17:51:24.988,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:24.989,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,R
17:51:24.990,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:25.011,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:25.012,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:25.014,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:25.016,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:25.016,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:25.017,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:25.018,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:25.019,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,T
17:51:25.020,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,27,I
17:51:25.024,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:25.028,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,R
17:51:25.041,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:25.056,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:25.057,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:25.058,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:25.059,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:25.060,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:25.061,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:25.062,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:25.063,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,T
17:51:25.063,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,27,I
17:51:25.064,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:25.065,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,R
17:51:25.066,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:25.087,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:25.088,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:25.089,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:25.090,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:25.091,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:25.092,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:25.095,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:25.096,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,T
17:51:25.097,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,27,I
17:51:25.097,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:25.098,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,R
17:51:25.099,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:25.117,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:25.118,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:25.118,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:25.119,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:25.120,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:25.120,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:25.121,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:25.122,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,T
17:51:25.122,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,27,I
17:51:25.123,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,M
17:51:25.123,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,R
17:51:25.124,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:25.149,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:25.150,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:25.150,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
