time,com,angle,finger
17:51:43.288,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:43.289,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:43.291,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:43.292,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:43.293,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:43.294,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.295,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,32,X
17:51:43.296,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,T
17:51:43.297,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,66,I
17:51:43.298,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,61,M
17:51:43.299,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,53,R
17:51:43.301,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,18,P
17:51:43.316,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:43.317,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:43.318,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:43.319,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:43.319,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:43.320,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.321,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,32,X
17:51:43.322,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,T
17:51:43.322,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,67,I
17:51:43.323,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,61,M
17:51:43.324,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,54,R
17:51:43.325,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,22,P
17:51:43.346,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:43.347,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:43.348,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:43.348,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:43.349,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:43.350,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.351,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,31,X
17:51:43.352,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,29,T
17:51:43.353,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,68,I
17:51:43.355,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,57,M
17:51:43.358,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,36,R
17:51:43.359,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,10,P
17:51:43.379,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:43.380,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:43.381,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:43.381,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:43.382,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:43.383,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.384,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,31,X
17:51:43.385,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,T
17:51:43.386,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,58,I
17:51:43.387,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,39,M
17:51:43.388,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,33,R
17:51:43.388,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,P
17:51:43.409,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:43.410,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:43.412,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:43.413,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:43.414,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:43.415,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.416,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,30,X
17:51:43.418,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,T
17:51:43.421,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,30,I
17:51:43.423,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,14,M
17:51:43.424,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,15,R
17:51:43.424,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.440,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:43.441,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:43.443,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:43.444,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:43.446,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:43.447,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.448,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,30,X
17:51:43.449,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,6,T
17:51:43.450,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,22,I
17:51:43.451,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,M
17:51:43.451,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,7,R
17:51:43.453,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.472,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:43.473,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:43.474,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:43.475,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:43.476,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:43.477,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.478,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,30,X
17:51:43.479,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,5,T
17:51:43.480,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,18,I
17:51:43.481,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,8,M
17:51:43.482,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,6,R
17:51:43.482,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.505,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:43.505,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:43.506,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:43.507,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:43.508,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:43.509,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.510,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,29,X
17:51:43.511,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,4,T
17:51:43.512,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,15,I
17:51:43.513,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,6,M
17:51:43.514,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,4,R
17:51:43.515,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.534,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:43.534,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:43.535,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:43.536,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:43.537,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:43.538,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.539,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,29,X
17:51:43.539,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,4,T
17:51:43.540,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,14,I
17:51:43.541,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,5,M
17:51:43.542,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,3,R
17:51:43.543,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.564,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:43.567,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:43.567,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:43.568,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:43.569,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:43.569,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.570,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,29,X
17:51:43.571,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,6,T
17:51:43.572,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,14,I
17:51:43.572,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,10,M
17:51:43.578,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,16,R
17:51:43.579,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.594,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:43.596,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:43.597,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:43.598,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:43.598,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:43.599,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.600,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,28,X
17:51:43.601,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,10,T
17:51:43.601,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,33,I
17:51:43.603,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,43,M
17:51:43.605,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,37,R
17:51:43.606,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,7,P
17:51:43.627,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:43.630,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:43.635,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:43.635,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:43.637,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:43.638,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.640,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,28,X
17:51:43.642,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,T
17:51:43.643,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,58,I
17:51:43.646,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,63,M
17:51:43.646,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,58,R
17:51:43.647,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,P
17:51:43.683,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:43.685,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:43.686,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:43.687,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:43.688,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:43.689,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.690,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:43.691,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,18,T
17:51:43.691,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,73,I
17:51:43.692,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,78,M
17:51:43.693,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,77,R
17:51:43.694,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,46,P
17:51:43.722,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:43.723,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:43.724,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:43.724,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:43.725,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:43.725,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.726,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,24,X
17:51:43.727,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,T
17:51:43.728,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,76,I
17:51:43.729,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,80,M
17:51:43.730,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,79,R
17:51:43.731,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,49,P
17:51:43.753,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:43.754,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:43.755,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:43.756,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:43.757,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:43.757,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.758,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,24,X
17:51:43.759,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,T
17:51:43.760,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,75,I
17:51:43.761,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,77,M
17:51:43.762,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,75,R
17:51:43.763,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,49,P
17:51:43.785,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:43.786,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:43.796,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:43.797,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:43.799,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:43.801,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.805,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,22,X
17:51:43.806,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,20,T
17:51:43.808,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,68,I
17:51:43.810,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,67,M
17:51:43.812,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,50,R
17:51:43.814,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,31,P
17:51:43.832,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:43.833,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:43.833,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:43.834,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:43.835,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:43.835,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.836,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,23,X
17:51:43.837,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,10,T
17:51:43.838,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,46,I
17:51:43.839,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,39,M
17:51:43.840,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,38,R
17:51:43.841,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,21,P
17:51:43.863,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:43.864,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:43.865,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:43.865,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:43.866,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:43.867,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.868,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,24,X
17:51:43.868,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,6,T
17:51:43.869,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,31,I
17:51:43.870,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,22,M
17:51:43.871,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,21,R
17:51:43.872,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,3,P
17:51:43.893,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:43.894,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:43.895,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:43.896,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:43.897,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:43.898,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.899,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,24,X
17:51:43.900,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,5,T
17:51:43.900,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,22,I
17:51:43.901,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,M
17:51:43.902,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,13,R
17:51:43.903,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.926,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:43.927,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:43.928,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:43.930,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:43.931,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:43.931,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.932,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,24,X
17:51:43.933,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,4,T
17:51:43.934,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,19,I
17:51:43.935,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,10,M
17:51:43.936,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,6,R
17:51:43.937,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.957,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:43.958,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:43.959,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:43.960,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:43.961,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:43.962,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.963,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:43.964,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,4,T
17:51:43.965,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,18,I
17:51:43.966,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,9,M
17:51:43.967,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,5,R
17:51:43.968,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.988,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,X
17:51:43.989,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,T
17:51:43.990,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,I
17:51:43.991,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,M
17:51:43.992,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,R
17:51:43.993,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,0,P
17:51:43.994,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,25,X
17:51:43.995,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,4,T
17:51:43.996,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,17,I
17:51:43.997,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,8,M
17:51:43.998,쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌쳌த䕆,4,R
